catalogWave,sourceId,sourceName,provider,officialGovernmentOrSRO,modelStage,evidenceBranch,priority,officialCoverage,accessMode,sizeClass,landingPage,collectionUnit,pointInTimeRule,projectUse,interpretationCaveat,packageStatus
WAVE2,FFIEC_NIC_STRUCTURE,FFIEC National Information Center structure bulk,FFIEC/Federal Reserve,YES,Stage0/ActorGraph,bank holding company structure,P1,historical and current structure bulk,CSV_XML,LARGE,https://www.ffiec.gov/npw/,entity/relationship snapshot,report/effective/vintage date < cutoff,"BHC subsidiaries, control relationships and entity identifiers",Financial and structure data arrive on different schedules; preserve flow/vintage.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FFIEC_Y9C_FINANCIALS,FR Y-9C/Y-9LP/Y-9SP holding-company financial data,FFIEC/Federal Reserve,YES,Stage1/LegitimateControl,bank holding company financials,P1,quarterly files back to 2000,CSV_DOWNLOAD,VERY_LARGE,https://www.ffiec.gov/npw/,BHC-quarter,filing/publication date < cutoff,"BHC capital, liquidity, earnings and affiliate-risk features",Reporter population and forms change; use report vintage and amended submissions.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FFIEC_Y15_SYSTEMIC_RISK,FR Y-15 systemic risk report,FFIEC/Federal Reserve,YES,Market Regime/Stage1,systemic-bank risk,P2,annual snapshots through current,CSV_DOWNLOAD,MEDIUM,https://www.ffiec.gov/npw/,BHC-year,public snapshot date < cutoff,"interconnectedness, complexity and systemic-risk controls",Large-bank-only scope; do not apply missing values as low risk to smaller issuers.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FED_H15_RATES,Federal Reserve H.15 selected interest rates,Federal Reserve,YES,Market Regime,rates and discount regime,P1,long historical series through current,CSV_XML_FRED,SMALL,https://www.federalreserve.gov/releases/h15/,date-series,release vintage < cutoff; use ALFRED where revised,"risk-free rates, spreads and discount-rate regime",Some series revise or discontinue; preserve series IDs and vintage.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FED_G17_INDUSTRIAL_PRODUCTION,Federal Reserve G.17 industrial production,Federal Reserve,YES,Market/Sector Regime,industrial activity,P2,monthly historical series through current,CSV_XML_FRED,MEDIUM,https://www.federalreserve.gov/releases/g17/,month-series,release vintage < cutoff,sector production and capacity-utilization controls,Substantial revisions make latest-vintage backfill leaky for prospective tests.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FED_Z1_FINANCIAL_ACCOUNTS,Federal Reserve Financial Accounts Z.1,Federal Reserve,YES,Market Regime,credit and balance-sheet regime,P2,quarterly historical series through current,COMPRESSED_CSV,LARGE,https://www.federalreserve.gov/releases/z1/,quarter-series,release vintage < cutoff,"household/corporate leverage, issuance and flow-of-funds regime",Revisions are material; use release-vintage archives for strict PIT.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FED_H8_COMMERCIAL_BANKS,Federal Reserve H.8 assets and liabilities of commercial banks,Federal Reserve,YES,Market Regime,bank credit and deposits,P2,weekly historical series through current,CSV_FRED,MEDIUM,https://www.federalreserve.gov/releases/h8/,week-series,release vintage < cutoff,"bank credit, deposits and securities-holdings regime",Seasonal adjustment and benchmark revisions require vintage handling.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FED_COMMERCIAL_PAPER,Federal Reserve commercial paper outstanding and rates,Federal Reserve,YES,Market Regime,short-term funding,P2,historical through current,CSV_FRED,SMALL,https://www.federalreserve.gov/releases/cp/,date-series,release vintage < cutoff,commercial-paper stress and funding availability,"Aggregate market series, not issuer-specific issuance evidence.",COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FRED_ALFRED_VINTAGES,ALFRED real-time vintage macro series,Federal Reserve Bank of St. Louis,YES,Market Regime/Data Leakage Control,real-time macro vintages,P1,series-dependent historical vintages,API_CSV,VERY_LARGE_SELECTIVE,https://alfred.stlouisfed.org/,series-vintage-observation,vintage_date <= cutoff,strict point-in-time macro and market-regime reconstruction,API key may be required for automation; select only necessary series and preserve vintage.,ACCOUNT_OR_API_KEY_MAY_BE_REQUIRED
WAVE2,CFTC_COT_LEGACY,CFTC legacy Commitments of Traders,CFTC,YES,Market Regime,futures positioning,P2,futures-only annual files from 1986; options combined from 1995,ANNUAL_ZIP_TEXT_XLS,MEDIUM,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalCompressed/index.htm,report-market,actual publication date < cutoff,"commodity, rates, FX and index positioning regime",Report date differs from release date; pre-1992 frequency and data quality differ.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,CFTC_COT_TFF,CFTC Traders in Financial Futures reports,CFTC,YES,Market Regime,financial futures positioning,P2,September 2009 through current,ANNUAL_ZIP_TEXT_XLS,MEDIUM,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalCompressed/index.htm,report-market,actual publication date < cutoff,"dealer, asset-manager, leveraged-fund positioning in rates/FX/equity index futures",Classification and delayed release require explicit regime/version fields.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,CFTC_COT_DISAGG,CFTC disaggregated Commitments of Traders,CFTC,YES,Market/Sector Regime,commodity positioning,P3,September 2009 through current,ANNUAL_ZIP_TEXT_XLS,MEDIUM,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalCompressed/index.htm,report-market,actual publication date < cutoff,energy/metals/agriculture positioning and sector controls,Commodity classification changes and publication disruptions must be recorded.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,CFTC_ENFORCEMENT_ACTIONS,CFTC enforcement actions,CFTC,YES,Labels/ActorGraph,derivatives misconduct,P3,historical through current,HTML_PDF_INDEX,SMALL,https://www.cftc.gov/LawRegulation/EnforcementActions/index.htm,action/document,public action date and conduct period stored separately,actor-network and cross-market manipulation case expansion,"Allegations, settlements and findings remain distinct; issuer mapping may be indirect.",INDEX_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,TREASURY_FISCAL_DATA,U.S. Treasury Fiscal Data API and downloads,U.S. Treasury,YES,Market Regime,fiscal and debt regime,P3,dataset-dependent historical through current,API_CSV_JSON,LARGE_SELECTIVE,https://fiscaldata.treasury.gov/datasets/,dataset-period,release date/vintage < cutoff,"debt, rates, receipts, outlays and auction context",Dataset revisions and reporting calendars vary; use named endpoints and vintages.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OFAC_SDN_CURRENT,OFAC Specially Designated Nationals list,OFAC / U.S. Treasury,YES,Stage0/ActorGraph,sanctions identity,P2,current downloadable list with delta archives,CSV_XML_ZIP,MEDIUM,https://ofac.treasury.gov/sanctions-list-service,entity snapshot,publication/delta date < cutoff,"actor/entity names, aliases, identifiers and sanctions programs",Current snapshots cannot reconstruct historical status alone; fuzzy matches require human review.,CURRENT_SNAPSHOT_AND_DELTA_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OFAC_NONSDN_CURRENT,OFAC consolidated non-SDN lists,OFAC / U.S. Treasury,YES,Stage0/ActorGraph,sanctions identity,P2,current downloadable consolidated list,CSV_XML_ZIP,MEDIUM,https://ofac.treasury.gov/sanctions-list-service,entity snapshot,publication/delta date < cutoff,actor/entity risk and program context,Non-SDN programs have different legal effects; preserve list/program and historical deltas.,CURRENT_SNAPSHOT_AND_DELTA_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OFAC_DELTA_ARCHIVE,OFAC archived published delta files,OFAC / U.S. Treasury,YES,Stage0/ActorGraph,historical sanctions status,P1,yearly delta archive through current,ARCHIVE_FILES,MEDIUM,https://ofac.treasury.gov/sanctions-list-service,delta publication,delta publication timestamp < cutoff,"point-in-time reconstruction of additions, updates and removals",Reconstruct from deltas plus base snapshots; removals do not erase past status.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,ITA_CONSOLIDATED_SCREENING_LIST,International Trade Administration Consolidated Screening List,U.S. Department of Commerce,YES,Stage0/ActorGraph,trade restrictions and screening,P3,current active records; daily updates,CSV_TSV_JSON_API,MEDIUM,https://www.trade.gov/consolidated-screening-list,entity snapshot,snapshot/publication date < cutoff,entity aliases and restriction-program context,API emphasizes active entries; historical research requires archived source lists/snapshots.,CURRENT_SNAPSHOT_ONLY_RUNTIME_BLOCKED
WAVE2,BIS_RESTRICTED_PARTY_LISTS,"BIS Entity List, Denied Persons and related lists",BIS / Commerce,YES,Stage0/ActorGraph,export-control actor risk,P3,current and Federal Register history,CSV_PDF_WEB,MEDIUM,https://www.bis.gov/regulations/federal-register-notices,entity/action,public action/effective date < cutoff,entity restriction and international actor-network context,Current lists are not historical snapshots; legal scopes differ by list.,DISCOVERY_QUEUE_RUNTIME_BLOCKED
WAVE2,SAM_EXCLUSIONS_CURRENT,SAM.gov exclusions,GSA,YES,Stage0/ActorGraph,government exclusion identity,P3,current and provider history where available,API_DOWNLOAD_ACCOUNT,LARGE,https://sam.gov/content/exclusions,entity/exclusion,active/effective/publication date < cutoff,excluded-party names and identifiers,Automation may require an account/API key; current status must not be backcast.,ACCOUNT_OR_API_KEY_REQUIRED
WAVE2,DOJ_FCPA_ENFORCEMENT,DOJ FCPA enforcement actions,U.S. Department of Justice,YES,Labels/ActorGraph,corporate and intermediary enforcement,P3,historical through current,HTML_PDF_INDEX,SMALL,https://www.justice.gov/criminal/criminal-fraud/foreign-corrupt-practices-act,case/document,public action date and conduct period stored separately,actor network and disclosure-risk controls,FCPA conduct is not market manipulation; use as actor/corporate-risk context only.,INDEX_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OPENFDA_FAERS,openFDA drug adverse event reports,FDA,YES,LegitimateControl/Stage2A,drug safety,P1,openFDA era from Q1 2014; original FAERS archives extend earlier,ZIPPED_JSON,VERY_LARGE,https://open.fda.gov/apis/drug/event/download/,report,FDA/openFDA availability date < cutoff,drug-safety event intensity and legitimate catalyst controls,"Reports are spontaneous, duplicated and non-causal; manufacturer/product entity resolution is difficult.",DYNAMIC_DOWNLOAD_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OPENFDA_MAUDE,openFDA device adverse event reports,FDA,YES,LegitimateControl/Stage2A,device safety,P1,approximately 1992 through current; openFDA downloadable files,ZIPPED_JSON,VERY_LARGE,https://open.fda.gov/apis/device/event/download/,report,FDA/openFDA availability date < cutoff,medical-device safety and recall precursor controls,Adverse event reports do not establish defect or causality; old records can change.,DYNAMIC_DOWNLOAD_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OPENFDA_COMPLETE_RESPONSE_LETTERS,openFDA Complete Response Letters,FDA,YES,LegitimateControl/Stage2A/2B,drug approval decision,P1,"published CRLs, with current downloadable JSON",ZIPPED_JSON_AND_PDF,MEDIUM,https://open.fda.gov/apis/transparency/completeresponseletters/download/,letter/application,public release date < cutoff; letter issue date stored separately,negative/conditional regulatory catalyst and sponsor-response timing,Publication can occur long after issuance and coverage is selective; do not backfill private letter dates.,VERIFIED_DOWNLOAD_PAGE_RUNTIME_BLOCKED
WAVE2,OPENFDA_DRUG_LABEL,openFDA drug labeling,FDA,YES,LegitimateControl,label changes and product identity,P2,downloadable current corpus with update history,ZIPPED_JSON,LARGE,https://open.fda.gov/apis/drug/label/download/,label record,effective/public update date < cutoff,"label changes, indications, warnings and product-manufacturer mapping",Current labels can overwrite prior states; retain all file vintages for PIT research.,DYNAMIC_DOWNLOAD_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OPENFDA_DRUG_SHORTAGES,openFDA drug shortages,FDA,YES,LegitimateControl/Stage2A,supply disruption,P2,downloadable endpoint through current,ZIPPED_JSON,MEDIUM,https://open.fda.gov/apis/drug/drugshortages/download/,shortage record,status/public update date < cutoff,supply shortage and resolution catalysts,Product-to-public-company mapping may be many-to-many and lagged.,DYNAMIC_DOWNLOAD_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FDA_WARNING_LETTERS,FDA warning letters,FDA,YES,LegitimateControl/External Evidence,regulatory compliance,P1,"search/export, recent decade readily available and older archives",HTML_CSV_EXPORT_PDF,MEDIUM,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/compliance-actions-and-activities/warning-letters,letter,public issue/posting date < cutoff,facility/company compliance events and legitimate negative catalysts,Letter recipient may be subsidiary/facility; later closeout status must not be backfilled.,INDEX_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FDA_IMPORT_ALERTS,FDA import alerts,FDA,YES,LegitimateControl/External Evidence,import restriction,P2,historical/current alert pages and red/green lists,HTML_PDF_DATA,MEDIUM,https://www.accessdata.fda.gov/cms_ia/ialist.html,alert/entity/product,public update date < cutoff,import restriction and supply-chain catalyst context,Entity/product matching and list-change history require snapshots.,DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OPENFDA_FOOD_ENFORCEMENT,openFDA food recall enforcement reports,FDA,YES,LegitimateControl/Stage2A,food recall,P2,downloadable endpoint through current,ZIPPED_JSON,MEDIUM,https://open.fda.gov/apis/food/enforcement/download/,recall,public report date < cutoff,consumer/food company recall catalyst controls,"Recall initiation, classification and publication dates differ.",DYNAMIC_DOWNLOAD_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,OPENFDA_DEVICE_ENFORCEMENT,openFDA device recall enforcement reports,FDA,YES,LegitimateControl/Stage2A,device recall,P2,downloadable endpoint through current,ZIPPED_JSON,MEDIUM,https://open.fda.gov/apis/device/enforcement/download/,recall,public report date < cutoff,medical-device recall catalyst controls,Recall action and FDA publication dates differ; issuer-product mapping is nontrivial.,DYNAMIC_DOWNLOAD_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FDA_DRUG_SAFETY_COMMUNICATIONS,FDA drug safety communications,FDA,YES,LegitimateControl/Stage2A,drug safety announcement,P2,historical through current,HTML_INDEX,MEDIUM,https://www.fda.gov/drugs/drug-safety-and-availability/drug-safety-communications,communication,public posting date < cutoff,time-stamped safety catalysts and label-change precursors,Communication can cover classes and multiple sponsors; causal attribution requires human review.,INDEX_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,FDA_MEDWATCH_ALERTS,FDA MedWatch safety alerts,FDA,YES,LegitimateControl/Stage2A,product safety announcement,P3,historical through current,HTML_RSS,MEDIUM,https://www.fda.gov/safety/medwatch-fda-safety-information-and-adverse-event-reporting-program,alert,public posting date < cutoff,product safety alerts across drugs/devices/biologics,Alerts may duplicate recalls or communications; deduplicate by product/event.,INDEX_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,NHTSA_RECALLS,NHTSA vehicle/equipment recalls,NHTSA,YES,LegitimateControl/Stage2A,automotive recall,P1,1949 through current; daily updates,ZIP_API,LARGE,https://www.nhtsa.gov/nhtsa-datasets-and-apis,recall campaign,public posting/recall date < cutoff,automotive legitimate catalyst and severity controls,"Recall decision, filing and publication dates differ; manufacturer-parent mapping is time-varying.",LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,NHTSA_MANUFACTURER_COMMUNICATIONS,NHTSA manufacturer communications/TSBs,NHTSA,YES,LegitimateControl/Stage1/2A,product quality and precursor communications,P1,bulk archives from 1995 through current,ZIP_FILES,LARGE,https://www.nhtsa.gov/nhtsa-datasets-and-apis,communication,received/publication date < cutoff,defect/failure communications and recall precursor features,Communications include non-safety issues and may not map cleanly to listed parents.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,NHTSA_INVESTIGATIONS,NHTSA defect investigations,NHTSA,YES,LegitimateControl/Stage2A,regulatory investigation,P2,historical through current; bulk flat files,ZIP_FILES,MEDIUM,https://www.nhtsa.gov/nhtsa-datasets-and-apis,investigation,opening/publication date < cutoff,investigation opening/upgrade/closing catalysts,Investigation is not a finding of defect; stages and outcomes must remain distinct.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,NHTSA_COMPLAINTS,NHTSA consumer complaints,NHTSA,YES,LegitimateControl/Stage1,product complaint intensity,P3,historical through current,ZIP_API,VERY_LARGE,https://www.nhtsa.gov/nhtsa-datasets-and-apis,complaint,public availability date < cutoff,complaint burst and product-quality controls,Self-reported and duplicated; cannot establish defect or company liability.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,CPSC_RECALLS,CPSC recalls,CPSC,YES,LegitimateControl/Stage2A,consumer product recall,P2,full recall history from 1973 with weekly updates,API_XML_JSON,MEDIUM,https://www.cpsc.gov/Recalls/CPSC-Recalls-Application-Program-Interface-API-Information,recall,public release date < cutoff,consumer-product recall catalyst controls,Parent/subsidiary/product mapping and voluntary-recall language need entity resolution.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,GRANTS_GOV_DAILY_XML,Grants.gov daily opportunity XML extract,Grants.gov,YES,LegitimateControl/Stage1,government funding opportunity,P2,"active opportunity database, daily export",DAILY_ZIP_XML,LARGE,https://www.grants.gov/help/xml-extract/,daily snapshot/opportunity,snapshot/publication date < cutoff,funding-opportunity environment and sector catalyst controls,Opportunities are not awards and may not name public companies.,DYNAMIC_FILENAME_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,SBIR_AWARDS_BULK,SBIR/STTR awards bulk data,SBIR.gov / SBA,YES,LegitimateControl/Stage2A,government R&D award,P1,every award since program inception; monthly refresh,XLS_JSON_XML_API,LARGE,https://www.sbir.gov/data-resources,award,public award/refresh date < cutoff,"company award amount, agency, topic and technology catalyst",Company identity resolution and award-publication lag must be handled; small firms may be private.,DYNAMIC_DOWNLOAD_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,NIH_EXPORTER_PATENTS,NIH ExPORTER patent-project links,NIH,YES,LegitimateControl/ActorGraph,government-funded patent output,P2,bulk historical/current files,CSV_ZIP,LARGE,https://reporter.nih.gov/exporter,patent-project link,file publication and patent/public dates < cutoff,NIH-funded technology and institution/company network,Project associations do not imply commercialization or issuer impact.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,NIH_EXPORTER_CLINICAL_STUDIES,NIH ExPORTER clinical studies links,NIH,YES,LegitimateControl/ActorGraph,government-funded clinical research,P2,"all fiscal years, bulk CSV; current file updates",CSV_ZIP,LARGE,https://reporter.nih.gov/exporter/clinicalstudies,study-project link,file publication and study-public dates < cutoff,clinical-study/project/company-network catalyst controls,Sponsor and grantee may differ from listed issuer; publication lag matters.,LINK_DISCOVERY_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,USPTO_PATENT_ASSIGNMENTS,USPTO Patent Assignment Dataset,USPTO,YES,Stage0/LegitimateControl/ActorGraph,patent ownership and financing,P2,recorded transactions since 1970; 2023 full release,VERY_LARGE_CSV_DTA,VERY_LARGE,https://www.uspto.gov/ip-policy/economic-research/research-datasets/patent-assignment-dataset,assignment/conveyance,recordation/public dataset date < cutoff,"ownership transfer, merger, security interest, lien and licensing event controls",Large historical research dataset; recordation does not prove economic transfer date and newer ODP access may require account/API key.,MANUAL_LARGE_DOWNLOAD_OR_ODP_ACCOUNT_REQUIRED
WAVE2,PATENTSVIEW_ASSIGNEE,PatentsView disambiguated assignee data,USPTO PatentsView,YES,Stage0/LegitimateControl,patent entity resolution,P2,grants and pre-grant publications through 2025-12-31,BULK_DATA_DOWNLOAD,VERY_LARGE,https://www.uspto.gov/ip-policy/economic-research/patentsview,patent-assignee link,publication and dataset vintage < cutoff,"company/patent identity, technology portfolio and legitimate innovation controls",Research-grade disambiguation is not the official patent record and versions can revise entity links.,DYNAMIC_DOWNLOAD_OR_ODP_ACCOUNT_REQUIRED
WAVE2,PATENTSVIEW_PATENT_DATA,PatentsView patent and publication data,USPTO PatentsView,YES,LegitimateControl/Stage1,innovation and technology portfolio,P3,grants and pre-grant publications through 2025-12-31,BULK_DATA_DOWNLOAD,VERY_LARGE,https://www.uspto.gov/ip-policy/economic-research/patentsview,patent/publication,public date and dataset vintage < cutoff,"patent volume, classes, citations and government-interest features",Patent publication/grant dates differ from application and economic relevance.,DYNAMIC_DOWNLOAD_OR_ODP_ACCOUNT_REQUIRED
WAVE2,GDELT_EVENTS,GDELT Events 2.1,GDELT Project,NO_PUBLIC_RESEARCH,Stage2A/External Evidence,global event/news attention,P2,historical daily files through current,CSV_ZIP,VERY_LARGE,https://www.gdeltproject.org/data.html,event/article aggregate,first public appearance/file timestamp < cutoff,"event categories, geography and source diversity around issuers",Entity resolution and media bias are substantial; absence of coverage is not evidence of no catalyst.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,GDELT_GKG,GDELT Global Knowledge Graph 2.1,GDELT Project,NO_PUBLIC_RESEARCH,Stage2A/External Evidence,"themes, organizations and tone",P2,historical daily/15-minute files through current,CSV_ZIP,VERY_LARGE,https://www.gdeltproject.org/data.html,document/knowledge row,first public appearance/file timestamp < cutoff,"promotion themes, entity co-mentions, tone and source concentration",Automated entity extraction is noisy; preserve source URL and language.,COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,COMMON_CRAWL_CDX,Common Crawl index/CDX API,Common Crawl,NO_PUBLIC_RESEARCH,Stage0/External Evidence,historical web evidence,P2,multiple web crawl indexes through current,INDEX_API_WARC,VERY_LARGE_SELECTIVE,https://index.commoncrawl.org/,URL capture,crawl timestamp < cutoff,"historical issuer/promoter pages, press releases and newsletters","Crawl absence is not page absence; targeted domains/URLs only, with copyright-aware extraction.",TARGETED_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,INTERNET_ARCHIVE_CDX,Internet Archive CDX/Wayback captures,Internet Archive,NO_PUBLIC_RESEARCH,Stage0/External Evidence,historical web evidence,P2,site-dependent historical captures,CDX_API_WARC_SELECTIVE,VERY_LARGE_SELECTIVE,https://web.archive.org/cdx/,URL capture,capture timestamp < cutoff,"recover historical issuer, promoter and newsletter pages","Robots exclusions, missing captures and replay changes require fail-closed handling; respect access terms.",TARGETED_COLLECTOR_READY_RUNTIME_BLOCKED
WAVE2,SEC_EX99_PRESS_RELEASE_TEXT,EX-99 press-release text derived from EDGAR,SEC-derived,YES,Stage2A/2B/External Evidence,issuer promotion and legitimate disclosure,P1,historical EDGAR through current,EDGAR_DOCUMENT_DERIVED,VERY_LARGE_SELECTIVE,https://www.sec.gov/edgar/search-and-access,filing-exhibit,acceptance timestamp < cutoff,"press-release text, promotion intensity, claims and disclosed catalysts",EX-99 includes many document types; classify exhibit purpose and do not treat promotional language as misconduct alone.,DERIVED_COLLECTOR_READY_RUNTIME_BLOCKED
